ontology,GO_ID,GO_term_name,term_size
BP,GO:0006525,arginine metabolic process,2
BP,GO:0006527,L-arginine catabolic process,2
BP,GO:0006528,asparagine metabolic process,2
BP,GO:0006544,glycine metabolic process,2
BP,GO:0006560,proline metabolic process,2
BP,GO:0006562,L-proline catabolic process,2
BP,GO:0006563,L-serine metabolic process,2
BP,GO:0006587,serotonin biosynthetic process from tryptophan,2
BP,GO:0006592,ornithine biosynthetic process,2
BP,GO:0006617,"SRP-dependent cotranslational protein targeting to membrane, signal sequence recognition",2
BP,GO:0006625,protein targeting to peroxisome,2
BP,GO:0006627,protein processing involved in protein targeting to mitochondrion,2
BP,GO:0006650,glycerophospholipid metabolic process,2
BP,GO:0006664,glycolipid metabolic process,2
BP,GO:0006666,3-keto-sphinganine metabolic process,2
BP,GO:0006695,cholesterol biosynthetic process,2
BP,GO:0006753,nucleoside phosphate metabolic process,2
BP,GO:0006761,dihydrofolate biosynthetic process,2
BP,GO:0006884,cell volume homeostasis,2
BP,GO:0006895,Golgi to endosome transport,2
BP,GO:0006949,syncytium formation,2
BP,GO:0007009,plasma membrane organization,2
BP,GO:0007039,protein catabolic process in the vacuole,2
BP,GO:0007127,meiosis I,2
BP,GO:0007130,synaptonemal complex assembly,2
BP,GO:0007189,adenylate cyclase-activating G protein-coupled receptor signaling pathway,2
BP,GO:0007323,peptide pheromone maturation,2
BP,GO:0008216,spermidine metabolic process,2
BP,GO:0008298,intracellular mRNA localization,2
BP,GO:0008608,attachment of spindle microtubules to kinetochore,2
BP,GO:0008655,pyrimidine-containing compound salvage,2
BP,GO:0009095,"aromatic amino acid family biosynthetic process, prephenate pathway",2
BP,GO:0009152,purine ribonucleotide biosynthetic process,2
BP,GO:0009156,ribonucleoside monophosphate biosynthetic process,2
BP,GO:0009168,purine ribonucleoside monophosphate biosynthetic process,2
BP,GO:0009398,FMN biosynthetic process,2
BP,GO:0009443,pyridoxal 5'-phosphate salvage,2
BP,GO:0009450,gamma-aminobutyric acid catabolic process,2
BP,GO:0009554,megasporogenesis,2
BP,GO:0009561,megagametogenesis,2
BP,GO:0009567,double fertilization forming a zygote and endosperm,2
BP,GO:0009650,UV protection,2
BP,GO:0009652,thigmotropism,2
BP,GO:0009729,detection of brassinosteroid stimulus,2
BP,GO:0009745,sucrose mediated signaling,2
BP,GO:0009832,plant-type cell wall biogenesis,2
BP,GO:0009863,salicylic acid mediated signaling pathway,2
BP,GO:0009877,nodulation,2
BP,GO:0009911,positive regulation of flower development,2
BP,GO:0010014,meristem initiation,2
BP,GO:0010015,root morphogenesis,2
BP,GO:0010022,meristem determinacy,2
BP,GO:0010028,xanthophyll cycle,2
BP,GO:0010031,circumnutation,2
BP,GO:0010075,regulation of meristem growth,2
BP,GO:0010091,trichome branching,2
BP,GO:0010112,regulation of systemic acquired resistance,2
BP,GO:0010115,regulation of abscisic acid biosynthetic process,2
BP,GO:0010136,ureide catabolic process,2
BP,GO:0010197,polar nucleus fusion,2
BP,GO:0010200,response to chitin,2
BP,GO:0010225,response to UV-C,2
BP,GO:0010241,ent-kaurene oxidation to kaurenoic acid,2
BP,GO:0010245,radial microtubular system formation,2
BP,GO:0010264,myo-inositol hexakisphosphate biosynthetic process,2
BP,GO:0010387,COP9 signalosome assembly,2
BP,GO:0010431,seed maturation,2
BP,GO:0010446,response to alkaline pH,2
BP,GO:0010478,chlororespiration,2
BP,GO:0010496,intercellular transport,2
BP,GO:0010508,positive regulation of autophagy,2
BP,GO:0010581,regulation of starch biosynthetic process,2
BP,GO:0010584,pollen exine formation,2
BP,GO:0015012,heparan sulfate proteoglycan biosynthetic process,2
BP,GO:0015789,UDP-N-acetylgalactosamine transmembrane transport,2
BP,GO:0015840,urea transport,2
BP,GO:0015910,long-chain fatty acid import into peroxisome,2
BP,GO:0015940,pantothenate biosynthetic process,2
BP,GO:0015994,chlorophyll metabolic process,2
BP,GO:0016055,Wnt signaling pathway,2
BP,GO:0016480,negative regulation of transcription by RNA polymerase III,2
BP,GO:0016482,cytosolic transport,2
BP,GO:0017003,protein-heme linkage,2
BP,GO:0017007,protein-bilin linkage,2
BP,GO:0017038,protein import,2
BP,GO:0017126,nucleologenesis,2
BP,GO:0018022,peptidyl-lysine methylation,2
BP,GO:0018160,peptidyl-pyrromethane cofactor linkage,2
BP,GO:0018279,protein N-linked glycosylation via asparagine,2
BP,GO:0018283,iron incorporation into metallo-sulfur cluster,2
BP,GO:0019216,regulation of lipid metabolic process,2
BP,GO:0019243,methylglyoxal catabolic process to D-lactate via S-lactoyl-glutathione,2
BP,GO:0019365,pyridine nucleotide salvage,2
BP,GO:0019367,"fatty acid elongation, saturated fatty acid",2
BP,GO:0019379,"sulfate assimilation, phosphoadenylyl sulfate reduction by phosphoadenylyl-sulfate reductase (thioredoxin)",2
BP,GO:0019427,acetyl-CoA biosynthetic process from acetate,2
BP,GO:0019433,triglyceride catabolic process,2
BP,GO:0019673,GDP-mannose metabolic process,2
BP,GO:0019693,ribose phosphate metabolic process,2
BP,GO:0023052,signaling,2
BP,GO:0030010,establishment of cell polarity,2
BP,GO:0030029,actin filament-based process,2
BP,GO:0030155,regulation of cell adhesion,2
BP,GO:0030177,positive regulation of Wnt signaling pathway,2
BP,GO:0030202,heparin proteoglycan metabolic process,2
BP,GO:0031538,negative regulation of anthocyanin metabolic process,2
BP,GO:0031567,mitotic cell size control checkpoint signaling,2
BP,GO:0031591,wybutosine biosynthetic process,2
BP,GO:0032049,cardiolipin biosynthetic process,2
BP,GO:0032204,regulation of telomere maintenance,2
BP,GO:0032367,intracellular cholesterol transport,2
BP,GO:0032418,lysosome localization,2
BP,GO:0032447,protein urmylation,2
BP,GO:0032933,SREBP signaling pathway,2
BP,GO:0033044,regulation of chromosome organization,2
BP,GO:0033260,nuclear DNA replication,2
BP,GO:0033353,S-adenosylmethionine cycle,2
BP,GO:0034058,endosomal vesicle fusion,2
BP,GO:0034087,establishment of mitotic sister chromatid cohesion,2
BP,GO:0034088,maintenance of mitotic sister chromatid cohesion,2
BP,GO:0034198,cellular response to amino acid starvation,2
BP,GO:0034213,quinolinate catabolic process,2
BP,GO:0034389,lipid droplet organization,2
BP,GO:0034398,telomere tethering at nuclear periphery,2
BP,GO:0034472,snRNA 3'-end processing,2
BP,GO:0034517,ribophagy,2
BP,GO:0034625,"fatty acid elongation, monounsaturated fatty acid",2
BP,GO:0034626,"fatty acid elongation, polyunsaturated fatty acid",2
BP,GO:0034628,'de novo' NAD+ biosynthetic process from L-aspartate,2
BP,GO:0034654,nucleobase-containing compound biosynthetic process,2
BP,GO:0034728,nucleosome organization,2
BP,GO:0034765,regulation of monoatomic ion transmembrane transport,2
BP,GO:0034982,mitochondrial protein processing,2
BP,GO:0035023,regulation of Rho protein signal transduction,2
BP,GO:0035246,peptidyl-arginine N-methylation,2
BP,GO:0035266,meristem growth,2
BP,GO:0035352,NAD transmembrane transport,2
BP,GO:0035372,protein localization to microtubule,2
BP,GO:0035513,oxidative RNA demethylation,2
BP,GO:0035600,tRNA methylthiolation,2
BP,GO:0042023,DNA endoreduplication,2
BP,GO:0042181,ketone biosynthetic process,2
BP,GO:0042262,DNA protection,2
BP,GO:0042327,positive regulation of phosphorylation,2
BP,GO:0042398,modified amino acid biosynthetic process,2
BP,GO:0042407,cristae formation,2
BP,GO:0042548,"regulation of photosynthesis, light reaction",2
BP,GO:0042726,flavin-containing compound metabolic process,2
BP,GO:0042760,very long-chain fatty acid catabolic process,2
BP,GO:0042790,nucleolar large rRNA transcription by RNA polymerase I,2
BP,GO:0042794,plastid rRNA transcription,2
BP,GO:0042816,vitamin B6 metabolic process,2
BP,GO:0042867,pyruvate catabolic process,2
BP,GO:0042948,salicin transport,2
BP,GO:0043043,peptide biosynthetic process,2
BP,GO:0043068,positive regulation of programmed cell death,2
BP,GO:0043111,replication fork arrest,2
BP,GO:0043407,negative regulation of MAP kinase activity,2
BP,GO:0043489,RNA stabilization,2
BP,GO:0043547,positive regulation of GTPase activity,2
BP,GO:0043634,polyadenylation-dependent ncRNA catabolic process,2
BP,GO:0043647,inositol phosphate metabolic process,2
BP,GO:0044571,[2Fe-2S] cluster assembly,2
BP,GO:0044818,mitotic G2/M transition checkpoint,2
BP,GO:0045004,DNA replication proofreading,2
BP,GO:0045017,glycerolipid biosynthetic process,2
BP,GO:0045041,protein import into mitochondrial intermembrane space,2
BP,GO:0045338,farnesyl diphosphate metabolic process,2
BP,GO:0045488,pectin metabolic process,2
BP,GO:0045717,negative regulation of fatty acid biosynthetic process,2
BP,GO:0045721,negative regulation of gluconeogenesis,2
BP,GO:0045732,positive regulation of protein catabolic process,2
BP,GO:0045815,transcription initiation-coupled chromatin remodeling,2
BP,GO:0045841,negative regulation of mitotic metaphase/anaphase transition,2
BP,GO:0045862,positive regulation of proteolysis,2
BP,GO:0045951,positive regulation of mitotic recombination,2
BP,GO:0045995,regulation of embryonic development,2
BP,GO:0046033,AMP metabolic process,2
BP,GO:0046040,IMP metabolic process,2
BP,GO:0046084,adenine biosynthetic process,2
BP,GO:0046135,pyrimidine nucleoside catabolic process,2
BP,GO:0046349,amino sugar biosynthetic process,2
BP,GO:0046395,carboxylic acid catabolic process,2
BP,GO:0046496,nicotinamide nucleotide metabolic process,2
BP,GO:0046521,sphingoid catabolic process,2
BP,GO:0046685,response to arsenic-containing substance,2
BP,GO:0046710,GDP metabolic process,2
BP,GO:0046938,phytochelatin biosynthetic process,2
BP,GO:0046949,fatty-acyl-CoA biosynthetic process,2
BP,GO:0046951,ketone body biosynthetic process,2
BP,GO:0048194,Golgi vesicle budding,2
BP,GO:0048211,Golgi vesicle docking,2
BP,GO:0048250,iron import into the mitochondrion,2
BP,GO:0048284,organelle fusion,2
BP,GO:0048441,petal development,2
BP,GO:0048479,style development,2
BP,GO:0048481,plant ovule development,2
BP,GO:0048509,regulation of meristem development,2
BP,GO:0048574,"long-day photoperiodism, flowering",2
BP,GO:0048766,root hair initiation,2
BP,GO:0048833,specification of floral organ number,2
BP,GO:0050684,regulation of mRNA processing,2
BP,GO:0051169,nuclear transport,2
BP,GO:0051239,regulation of multicellular organismal process,2
BP,GO:0051291,protein heterooligomerization,2
BP,GO:0051410,detoxification of nitrogen compound,2
BP,GO:0051645,Golgi localization,2
BP,GO:0055075,potassium ion homeostasis,2
BP,GO:0055086,nucleobase-containing small molecule metabolic process,2
BP,GO:0055091,phospholipid homeostasis,2
BP,GO:0060906,negative regulation of regulatory ncRNA-mediated heterochromatin formation,2
BP,GO:0061458,reproductive system development,2
BP,GO:0061621,canonical glycolysis,2
BP,GO:0070059,intrinsic apoptotic signaling pathway in response to endoplasmic reticulum stress,2
BP,GO:0070143,mitochondrial alanyl-tRNA aminoacylation,2
BP,GO:0070197,meiotic attachment of telomere to nuclear envelope,2
BP,GO:0070212,protein poly-ADP-ribosylation,2
BP,GO:0070407,oxidation-dependent protein catabolic process,2
BP,GO:0070476,rRNA (guanine-N7)-methylation,2
BP,GO:0070478,"nuclear-transcribed mRNA catabolic process, 3'-5' exonucleolytic nonsense-mediated decay",2
BP,GO:0070676,intralumenal vesicle formation,2
BP,GO:0070898,RNA polymerase III preinitiation complex assembly,2
BP,GO:0071169,establishment of protein localization to chromatin,2
BP,GO:0071422,succinate transmembrane transport,2
BP,GO:0071486,cellular response to high light intensity,2
BP,GO:0071528,tRNA re-export from nucleus,2
BP,GO:0071709,membrane assembly,2
BP,GO:0071985,multivesicular body sorting pathway,2
BP,GO:0080065,4-alpha-methyl-delta7-sterol oxidation,2
BP,GO:0080153,negative regulation of reductive pentose-phosphate cycle,2
BP,GO:0080155,regulation of double fertilization forming a zygote and endosperm,2
BP,GO:0090266,regulation of mitotic cell cycle spindle assembly checkpoint,2
BP,GO:0090364,regulation of proteasome assembly,2
BP,GO:0090414,molybdate ion export from vacuole,2
BP,GO:0090435,protein localization to nuclear envelope,2
BP,GO:0090611,ubiquitin-independent protein catabolic process via the multivesicular body sorting pathway,2
BP,GO:0097237,cellular response to toxic substance,2
BP,GO:0097272,ammonium homeostasis,2
BP,GO:0097510,"base-excision repair, AP site formation via deaminated base removal",2
BP,GO:0097552,mitochondrial double-strand break repair via homologous recombination,2
BP,GO:0098609,cell-cell adhesion,2
BP,GO:0098629,trans-Golgi network membrane organization,2
BP,GO:0110095,cellular detoxification of aldehyde,2
BP,GO:0140352,export from cell,2
BP,GO:0140694,membraneless organelle assembly,2
BP,GO:1900036,positive regulation of cellular response to heat,2
BP,GO:1900069,regulation of cellular hyperosmotic salinity response,2
BP,GO:1900140,regulation of seedling development,2
BP,GO:1901371,regulation of leaf morphogenesis,2
BP,GO:1901562,response to paraquat,2
BP,GO:1901607,alpha-amino acid biosynthetic process,2
BP,GO:1903409,reactive oxygen species biosynthetic process,2
BP,GO:1904380,endoplasmic reticulum mannose trimming,2
BP,GO:1904382,mannose trimming involved in glycoprotein ERAD pathway,2
BP,GO:1904659,D-glucose transmembrane transport,2
BP,GO:2000059,negative regulation of ubiquitin-dependent protein catabolic process,2
BP,GO:2000377,regulation of reactive oxygen species metabolic process,2
BP,GO:2001057,reactive nitrogen species metabolic process,2
BP,GO:0000050,urea cycle,1
BP,GO:0000053,argininosuccinate metabolic process,1
BP,GO:0000388,spliceosome conformational change to release U4 (or U4atac) and U1 (or U11),1
BP,GO:0000448,"cleavage in ITS2 between 5.8S rRNA and LSU-rRNA of tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)",1
BP,GO:0000476,maturation of 4.5S rRNA,1
BP,GO:0000488,"maturation of LSU-rRNA from tetracistronic rRNA transcript (SSU-rRNA, LSU-rRNA, 4.5S-rRNA, 5S-rRNA)",1
BP,GO:0000489,"maturation of SSU-rRNA from tetracistronic rRNA transcript (SSU-rRNA, LSU-rRNA, 4.5S-rRNA, 5S-rRNA)",1
BP,GO:0000578,embryonic axis specification,1
BP,GO:0000707,meiotic DNA recombinase assembly,1
BP,GO:0000709,meiotic joint molecule formation,1
BP,GO:0000729,DNA double-strand break processing,1
BP,GO:0000741,karyogamy,1
BP,GO:0000919,cell plate assembly,1
BP,GO:0000959,mitochondrial RNA metabolic process,1
BP,GO:0001561,fatty acid alpha-oxidation,1
BP,GO:0001578,microtubule bundle formation,1
BP,GO:0002101,tRNA wobble cytosine modification,1
BP,GO:0002130,wobble position ribose methylation,1
BP,GO:0002213,defense response to insect,1
BP,GO:0002237,response to molecule of bacterial origin,1
BP,GO:0002238,response to molecule of fungal origin,1
BP,GO:0002679,respiratory burst involved in defense response,1
BP,GO:0002938,tRNA guanine ribose methylation,1
BP,GO:0003352,regulation of cilium movement,1
BP,GO:0005990,lactose catabolic process,1
BP,GO:0005993,trehalose catabolic process,1
BP,GO:0006014,D-ribose metabolic process,1
BP,GO:0006040,amino sugar metabolic process,1
BP,GO:0006091,generation of precursor metabolites and energy,1
BP,GO:0006127,glycerol-3-phosphate shuttle,1
BP,GO:0006154,adenosine catabolic process,1
BP,GO:0006178,guanine salvage,1
BP,GO:0006208,pyrimidine nucleobase catabolic process,1
BP,GO:0006212,uracil catabolic process,1
BP,GO:0006226,dUMP biosynthetic process,1
BP,GO:0006264,mitochondrial DNA replication,1
BP,GO:0006294,"nucleotide-excision repair, preincision complex assembly",1
BP,GO:0006361,transcription initiation at RNA polymerase I promoter,1
BP,GO:0006386,termination of RNA polymerase III transcription,1
BP,GO:0006408,snRNA export from nucleus,1
BP,GO:0006480,N-terminal protein amino acid methylation,1
BP,GO:0006481,C-terminal protein methylation,1
BP,GO:0006482,protein demethylation,1
BP,GO:0006516,glycoprotein catabolic process,1
BP,GO:0006521,regulation of amino acid metabolic process,1
BP,GO:0006553,lysine metabolic process,1
BP,GO:0006570,tyrosine metabolic process,1
BP,GO:0006581,acetylcholine catabolic process,1
BP,GO:0006641,triglyceride metabolic process,1
BP,GO:0006679,glucosylceramide biosynthetic process,1
BP,GO:0006691,leukotriene metabolic process,1
BP,GO:0006715,farnesol biosynthetic process,1
BP,GO:0006721,terpenoid metabolic process,1
BP,GO:0006740,NADPH regeneration,1
BP,GO:0006742,NADP+ catabolic process,1
BP,GO:0006771,riboflavin metabolic process,1
BP,GO:0006778,porphyrin-containing compound metabolic process,1
BP,GO:0006780,uroporphyrinogen III biosynthetic process,1
BP,GO:0006839,mitochondrial transport,1
BP,GO:0006858,extracellular transport,1
BP,GO:0006883,intracellular sodium ion homeostasis,1
BP,GO:0006968,cellular defense response,1
BP,GO:0006972,hyperosmotic response,1
BP,GO:0007040,lysosome organization,1
BP,GO:0007041,lysosomal transport,1
BP,GO:0007043,cell-cell junction assembly,1
BP,GO:0007096,regulation of exit from mitosis,1
BP,GO:0007155,cell adhesion,1
BP,GO:0007229,integrin-mediated signaling pathway,1
BP,GO:0007584,response to nutrient,1
BP,GO:0008153,4-aminobenzoate biosynthetic process,1
BP,GO:0008614,pyridoxine metabolic process,1
