gene1	gene2	r
Zm00001eb000430	Zm00001eb000060	1.57684e-03
Zm00001eb000430	Zm00001eb000070	1.57684e-03
Zm00001eb000430	Zm00001eb000080	1.57684e-03
Zm00001eb000430	Zm00001eb000100	1.57684e-03
Zm00001eb000430	Zm00001eb000110	3.03544e-03
Zm00001eb000430	Zm00001eb000120	6.36305e-03
Zm00001eb000430	Zm00001eb000140	6.36305e-03
Zm00001eb000430	Zm00001eb000150	6.36305e-03
Zm00001eb000430	Zm00001eb000170	8.31909e-03
Zm00001eb000430	Zm00001eb000180	8.31909e-03
Zm00001eb000430	Zm00001eb000200	7.78649e-03
Zm00001eb000430	Zm00001eb000190	7.78649e-03
Zm00001eb000430	Zm00001eb000210	5.49019e-03
Zm00001eb000430	Zm00001eb000220	5.49019e-03
Zm00001eb000430	Zm00001eb000230	5.49019e-03
Zm00001eb000430	Zm00001eb000240	5.49019e-03
Zm00001eb000430	Zm00001eb000250	4.10702e-03
Zm00001eb000430	Zm00001eb000270	2.14463e-03
Zm00001eb000430	Zm00001eb000290	5.57924e-03
Zm00001eb000430	Zm00001eb000300	5.75610e-03
Zm00001eb000430	Zm00001eb000310	6.38028e-03
Zm00001eb000430	Zm00001eb000320	6.38028e-03
Zm00001eb000430	Zm00001eb000330	6.38028e-03
Zm00001eb000430	Zm00001eb000340	5.57054e-03
Zm00001eb000430	Zm00001eb000370	7.17843e-03
Zm00001eb000430	Zm00001eb000380	5.84128e-03
Zm00001eb000430	Zm00001eb000390	8.96386e-03
Zm00001eb000430	Zm00001eb000400	1.24316e-02
Zm00001eb000430	Zm00001eb000410	1.24316e-02
Zm00001eb000430	Zm00001eb000420	1.24316e-02

Zm00001eb000440	Zm00001eb000010	3.31131e-03
Zm00001eb000440	Zm00001eb000020	3.31131e-03
Zm00001eb000440	Zm00001eb000060	1.57684e-03
Zm00001eb000440	Zm00001eb000070	1.57684e-03
Zm00001eb000440	Zm00001eb000080	1.57684e-03
Zm00001eb000440	Zm00001eb000100	1.57684e-03
Zm00001eb000440	Zm00001eb000110	3.03544e-03
Zm00001eb000440	Zm00001eb000120	6.36305e-03
Zm00001eb000440	Zm00001eb000140	6.36305e-03
Zm00001eb000440	Zm00001eb000150	6.36305e-03
Zm00001eb000440	Zm00001eb000170	8.31909e-03
Zm00001eb000440	Zm00001eb000180	8.31909e-03
Zm00001eb000440	Zm00001eb000200	7.78649e-03
Zm00001eb000440	Zm00001eb000190	7.78649e-03
Zm00001eb000440	Zm00001eb000210	5.49019e-03
Zm00001eb000440	Zm00001eb000220	5.49019e-03
Zm00001eb000440	Zm00001eb000230	5.49019e-03
Zm00001eb000440	Zm00001eb000240	5.49019e-03
Zm00001eb000440	Zm00001eb000250	4.10702e-03
Zm00001eb000440	Zm00001eb000270	2.14463e-03
Zm00001eb000440	Zm00001eb000290	5.57924e-03
Zm00001eb000440	Zm00001eb000300	5.75610e-03
Zm00001eb000440	Zm00001eb000310	6.38028e-03
Zm00001eb000440	Zm00001eb000320	6.38028e-03
Zm00001eb000440	Zm00001eb000330	6.38028e-03
Zm00001eb000440	Zm00001eb000340	5.57054e-03
Zm00001eb000440	Zm00001eb000370	7.17843e-03
Zm00001eb000440	Zm00001eb000380	5.84128e-03
Zm00001eb000440	Zm00001eb000390	8.96386e-03
Zm00001eb000440	Zm00001eb000400	1.24316e-02
Zm00001eb000440	Zm00001eb000410	1.24316e-02
Zm00001eb000440	Zm00001eb000420	1.24316e-02
Zm00001eb000440	Zm00001eb000430	9.99995e-01

Zm00001eb000450	Zm00001eb000010	3.31131e-03
Zm00001eb000450	Zm00001eb000020	3.31131e-03
Zm00001eb000450	Zm00001eb000060	1.57684e-03
Zm00001eb000450	Zm00001eb000070	1.57684e-03
Zm00001eb000450	Zm00001eb000080	1.57684e-03
Zm00001eb000450	Zm00001eb000100	1.57684e-03
Zm00001eb000450	Zm00001eb000110	3.03544e-03
Zm00001eb000450	Zm00001eb000120	6.36305e-03
Zm00001eb000450	Zm00001eb000140	6.36305e-03
Zm00001eb000450	Zm00001eb000150	6.36305e-03
Zm00001eb000450	Zm00001eb000170	8.31909e-03
Zm00001eb000450	Zm00001eb000180	8.31909e-03
Zm00001eb000450	Zm00001eb000200	7.78649e-03
Zm00001eb000450	Zm00001eb000190	7.78649e-03
Zm00001eb000450	Zm00001eb000210	5.49019e-03
Zm00001eb000450	Zm00001eb000220	5.49019e-03
Zm00001eb000450	Zm00001eb000230	5.49019e-03
Zm00001eb000450	Zm00001eb000240	5.49019e-03
Zm00001eb000450	Zm00001eb000250	4.10702e-03
Zm00001eb000450	Zm00001eb000270	2.14463e-03
Zm00001eb000450	Zm00001eb000290	5.57924e-03
Zm00001eb000450	Zm00001eb000300	5.75610e-03
Zm00001eb000450	Zm00001eb000310	6.38028e-03
Zm00001eb000450	Zm00001eb000320	6.38028e-03
Zm00001eb000450	Zm00001eb000330	6.38028e-03
Zm00001eb000450	Zm00001eb000340	5.57054e-03
Zm00001eb000450	Zm00001eb000370	7.17843e-03
Zm00001eb000450	Zm00001eb000380	5.84128e-03
Zm00001eb000450	Zm00001eb000390	8.96386e-03
Zm00001eb000450	Zm00001eb000400	1.24316e-02
Zm00001eb000450	Zm00001eb000410	1.24316e-02
Zm00001eb000450	Zm00001eb000420	1.24316e-02
Zm00001eb000450	Zm00001eb000430	9.99995e-01
Zm00001eb000450	Zm00001eb000440	9.99995e-01

Zm00001eb000460	Zm00001eb000010	3.96495e-03
Zm00001eb000460	Zm00001eb000020	3.96495e-03
Zm00001eb000460	Zm00001eb000060	4.67100e-03
Zm00001eb000460	Zm00001eb000070	4.67100e-03
Zm00001eb000460	Zm00001eb000080	4.67100e-03
Zm00001eb000460	Zm00001eb000100	4.67100e-03
Zm00001eb000460	Zm00001eb000110	3.52520e-03
Zm00001eb000460	Zm00001eb000120	9.23562e-03
Zm00001eb000460	Zm00001eb000140	9.23562e-03
Zm00001eb000460	Zm00001eb000150	9.23562e-03
Zm00001eb000460	Zm00001eb000170	1.20685e-02
Zm00001eb000460	Zm00001eb000180	1.20685e-02
Zm00001eb000460	Zm00001eb000200	1.24823e-02
Zm00001eb000460	Zm00001eb000190	1.24823e-02
Zm00001eb000460	Zm00001eb000210	1.00760e-02
Zm00001eb000460	Zm00001eb000220	1.00760e-02
Zm00001eb000460	Zm00001eb000230	1.00760e-02
Zm00001eb000460	Zm00001eb000240	1.00760e-02
Zm00001eb000460	Zm00001eb000250	8.76127e-03
Zm00001eb000460	Zm00001eb000270	5.65624e-03
Zm00001eb000460	Zm00001eb000290	5.76743e-03
Zm00001eb000460	Zm00001eb000300	7.59158e-03
Zm00001eb000460	Zm00001eb000310	8.09433e-03
Zm00001eb000460	Zm00001eb000320	8.09433e-03
Zm00001eb000460	Zm00001eb000330	8.09433e-03
Zm00001eb000460	Zm00001eb000340	7.01897e-03
Zm00001eb000460	Zm00001eb000370	7.16155e-03
Zm00001eb000460	Zm00001eb000380	1.14268e-02
Zm00001eb000460	Zm00001eb000390	7.96863e-03
Zm00001eb000460	Zm00001eb000400	8.80238e-03
Zm00001eb000460	Zm00001eb000410	8.80238e-03
Zm00001eb000460	Zm00001eb000420	8.80238e-03
Zm00001eb000460	Zm00001eb000430	1.29170e-02
Zm00001eb000460	Zm00001eb000440	1.29170e-02
Zm00001eb000460	Zm00001eb000450	1.29170e-02

Zm00001eb000470	Zm00001eb000010	3.96495e-03
Zm00001eb000470	Zm00001eb000020	3.96495e-03
Zm00001eb000470	Zm00001eb000060	4.67100e-03
Zm00001eb000470	Zm00001eb000070	4.67100e-03
Zm00001eb000470	Zm00001eb000080	4.67100e-03
Zm00001eb000470	Zm00001eb000100	4.67100e-03
Zm00001eb000470	Zm00001eb000110	3.52520e-03
Zm00001eb000470	Zm00001eb000120	9.23562e-03
Zm00001eb000470	Zm00001eb000140	9.23562e-03
Zm00001eb000470	Zm00001eb000150	9.23562e-03
Zm00001eb000470	Zm00001eb000170	1.20685e-02
Zm00001eb000470	Zm00001eb000180	1.20685e-02
Zm00001eb000470	Zm00001eb000200	1.24823e-02
Zm00001eb000470	Zm00001eb000190	1.24823e-02
Zm00001eb000470	Zm00001eb000210	1.00760e-02
Zm00001eb000470	Zm00001eb000220	1.00760e-02
Zm00001eb000470	Zm00001eb000230	1.00760e-02
Zm00001eb000470	Zm00001eb000240	1.00760e-02
Zm00001eb000470	Zm00001eb000250	8.76127e-03
Zm00001eb000470	Zm00001eb000270	5.65624e-03
Zm00001eb000470	Zm00001eb000290	5.76743e-03
Zm00001eb000470	Zm00001eb000300	7.59158e-03
Zm00001eb000470	Zm00001eb000310	8.09433e-03
Zm00001eb000470	Zm00001eb000320	8.09433e-03
Zm00001eb000470	Zm00001eb000330	8.09433e-03
Zm00001eb000470	Zm00001eb000340	7.01897e-03
Zm00001eb000470	Zm00001eb000370	7.16155e-03
Zm00001eb000470	Zm00001eb000380	1.14268e-02
Zm00001eb000470	Zm00001eb000390	7.96863e-03
Zm00001eb000470	Zm00001eb000400	8.80238e-03
Zm00001eb000470	Zm00001eb000410	8.80238e-03
Zm00001eb000470	Zm00001eb000420	8.80238e-03
Zm00001eb000470	Zm00001eb000430	1.29170e-02
Zm00001eb000470	Zm00001eb000440	1.29170e-02
Zm00001eb000470	Zm00001eb000450	1.29170e-02
Zm00001eb000470	Zm00001eb000460	1.00000e+00

Zm00001eb000480	Zm00001eb000010	3.96495e-03
Zm00001eb000480	Zm00001eb000020	3.96495e-03
Zm00001eb000480	Zm00001eb000060	4.67100e-03
Zm00001eb000480	Zm00001eb000070	4.67100e-03
Zm00001eb000480	Zm00001eb000080	4.67100e-03
Zm00001eb000480	Zm00001eb000100	4.67100e-03
Zm00001eb000480	Zm00001eb000110	3.52520e-03
Zm00001eb000480	Zm00001eb000120	9.23562e-03
Zm00001eb000480	Zm00001eb000140	9.23562e-03
Zm00001eb000480	Zm00001eb000150	9.23562e-03
Zm00001eb000480	Zm00001eb000170	1.20685e-02
Zm00001eb000480	Zm00001eb000180	1.20685e-02
Zm00001eb000480	Zm00001eb000200	1.24823e-02
Zm00001eb000480	Zm00001eb000190	1.24823e-02
Zm00001eb000480	Zm00001eb000210	1.00760e-02
Zm00001eb000480	Zm00001eb000220	1.00760e-02
Zm00001eb000480	Zm00001eb000230	1.00760e-02
Zm00001eb000480	Zm00001eb000240	1.00760e-02
Zm00001eb000480	Zm00001eb000250	8.76127e-03
Zm00001eb000480	Zm00001eb000270	5.65624e-03
Zm00001eb000480	Zm00001eb000290	5.76743e-03
Zm00001eb000480	Zm00001eb000300	7.59158e-03
Zm00001eb000480	Zm00001eb000310	8.09433e-03
Zm00001eb000480	Zm00001eb000320	8.09433e-03
Zm00001eb000480	Zm00001eb000330	8.09433e-03
Zm00001eb000480	Zm00001eb000340	7.01897e-03
Zm00001eb000480	Zm00001eb000370	7.16155e-03
Zm00001eb000480	Zm00001eb000380	1.14268e-02
Zm00001eb000480	Zm00001eb000390	7.96863e-03
Zm00001eb000480	Zm00001eb000400	8.80238e-03
Zm00001eb000480	Zm00001eb000410	8.80238e-03
Zm00001eb000480	Zm00001eb000420	8.80238e-03
Zm00001eb000480	Zm00001eb000430	1.29170e-02
Zm00001eb000480	Zm00001eb000440	1.29170e-02
Zm00001eb000480	Zm00001eb000450	1.29170e-02
Zm00001eb000480	Zm00001eb000460	1.00000e+00
Zm00001eb000480	Zm00001eb000470	1.00000e+00

Zm00001eb000490	Zm00001eb000010	3.76261e-03
Zm00001eb000490	Zm00001eb000020	3.76261e-03
Zm00001eb000490	Zm00001eb000060	3.85737e-03
Zm00001eb000490	Zm00001eb000070	3.85737e-03
Zm00001eb000490	Zm00001eb000080	3.85737e-03
Zm00001eb000490	Zm00001eb000100	3.85737e-03
Zm00001eb000490	Zm00001eb000110	3.87004e-03
Zm00001eb000490	Zm00001eb000120	5.67258e-03
Zm00001eb000490	Zm00001eb000140	5.67258e-03
Zm00001eb000490	Zm00001eb000150	5.67258e-03
Zm00001eb000490	Zm00001eb000170	5.16188e-03
Zm00001eb000490	Zm00001eb000180	5.16188e-03
Zm00001eb000490	Zm00001eb000200	6.06853e-03
Zm00001eb000490	Zm00001eb000190	6.06853e-03
Zm00001eb000490	Zm00001eb000210	6.21434e-03
Zm00001eb000490	Zm00001eb000220	6.21434e-03
Zm00001eb000490	Zm00001eb000230	6.21434e-03
Zm00001eb000490	Zm00001eb000240	6.21434e-03
Zm00001eb000490	Zm00001eb000250	4.69697e-03
Zm00001eb000490	Zm00001eb000270	3.04869e-03
Zm00001eb000490	Zm00001eb000290	4.02531e-03
Zm00001eb000490	Zm00001eb000300	4.78709e-03
Zm00001eb000490	Zm00001eb000310	4.94627e-03
Zm00001eb000490	Zm00001eb000320	4.94627e-03
Zm00001eb000490	Zm00001eb000330	4.94627e-03
Zm00001eb000490	Zm00001eb000340	3.38283e-03
Zm00001eb000490	Zm00001eb000370	4.13376e-03
Zm00001eb000490	Zm00001eb000380	7.11423e-03
Zm00001eb000490	Zm00001eb000390	6.93251e-03
Zm00001eb000490	Zm00001eb000400	7.16549e-03
Zm00001eb000490	Zm00001eb000410	7.16549e-03
Zm00001eb000490	Zm00001eb000420	7.16549e-03
Zm00001eb000490	Zm00001eb000430	3.96924e-03
Zm00001eb000490	Zm00001eb000440	3.96924e-03
Zm00001eb000490	Zm00001eb000450	3.96924e-03
Zm00001eb000490	Zm00001eb000460	1.91523e-02
Zm00001eb000490	Zm00001eb000470	1.91523e-02
Zm00001eb000490	Zm00001eb000480	1.91523e-02

Zm00001eb000500	Zm00001eb000010	3.76261e-03
Zm00001eb000500	Zm00001eb000020	3.76261e-03
Zm00001eb000500	Zm00001eb000060	3.85737e-03
Zm00001eb000500	Zm00001eb000070	3.85737e-03
Zm00001eb000500	Zm00001eb000080	3.85737e-03
Zm00001eb000500	Zm00001eb000100	3.85737e-03
Zm00001eb000500	Zm00001eb000110	3.87004e-03
Zm00001eb000500	Zm00001eb000120	5.67258e-03
Zm00001eb000500	Zm00001eb000140	5.67258e-03
Zm00001eb000500	Zm00001eb000150	5.67258e-03
Zm00001eb000500	Zm00001eb000170	5.16188e-03
Zm00001eb000500	Zm00001eb000180	5.16188e-03
Zm00001eb000500	Zm00001eb000200	6.06853e-03
Zm00001eb000500	Zm00001eb000190	6.06853e-03
Zm00001eb000500	Zm00001eb000210	6.21434e-03
Zm00001eb000500	Zm00001eb000220	6.21434e-03
Zm00001eb000500	Zm00001eb000230	6.21434e-03
Zm00001eb000500	Zm00001eb000240	6.21434e-03
Zm00001eb000500	Zm00001eb000250	4.69697e-03
Zm00001eb000500	Zm00001eb000270	3.04869e-03
Zm00001eb000500	Zm00001eb000290	4.02531e-03
Zm00001eb000500	Zm00001eb000300	4.78709e-03
Zm00001eb000500	Zm00001eb000310	4.94627e-03
Zm00001eb000500	Zm00001eb000320	4.94627e-03
Zm00001eb000500	Zm00001eb000330	4.94627e-03
Zm00001eb000500	Zm00001eb000340	3.38283e-03
Zm00001eb000500	Zm00001eb000370	4.13376e-03
Zm00001eb000500	Zm00001eb000380	7.11423e-03
Zm00001eb000500	Zm00001eb000390	6.93251e-03
Zm00001eb000500	Zm00001eb000400	7.16549e-03
Zm00001eb000500	Zm00001eb000410	7.16549e-03
Zm00001eb000500	Zm00001eb000420	7.16549e-03
Zm00001eb000500	Zm00001eb000430	3.96924e-03
Zm00001eb000500	Zm00001eb000440	3.96924e-03
Zm00001eb000500	Zm00001eb000450	3.96924e-03
Zm00001eb000500	Zm00001eb000460	1.91523e-02
Zm00001eb000500	Zm00001eb000470	1.91523e-02
Zm00001eb000500	Zm00001eb000480	1.91523e-02
Zm00001eb000500	Zm00001eb000490	1.00000e+00

Zm00001eb000510	Zm00001eb000010	6.17750e-03
Zm00001eb000510	Zm00001eb000020	6.17750e-03
Zm00001eb000510	Zm00001eb000060	5.18517e-03
Zm00001eb000510	Zm00001eb000070	5.18517e-03
Zm00001eb000510	Zm00001eb000080	5.18517e-03
Zm00001eb000510	Zm00001eb000100	5.18517e-03
Zm00001eb000510	Zm00001eb000110	7.00121e-03
Zm00001eb000510	Zm00001eb000120	1.09376e-02
Zm00001eb000510	Zm00001eb000140	1.09376e-02
Zm00001eb000510	Zm00001eb000150	1.09376e-02
Zm00001eb000510	Zm00001eb000170	2.03836e-02
Zm00001eb000510	Zm00001eb000180	2.03836e-02
Zm00001eb000510	Zm00001eb000200	1.83483e-02
Zm00001eb000510	Zm00001eb000190	1.83483e-02
Zm00001eb000510	Zm00001eb000210	9.13645e-03
Zm00001eb000510	Zm00001eb000220	9.13645e-03
Zm00001eb000510	Zm00001eb000230	9.13645e-03
Zm00001eb000510	Zm00001eb000240	9.13645e-03
Zm00001eb000510	Zm00001eb000250	8.66164e-03
Zm00001eb000510	Zm00001eb000270	6.12796e-03
Zm00001eb000510	Zm00001eb000290	9.64058e-03
Zm00001eb000510	Zm00001eb000300	1.12018e-02
Zm00001eb000510	Zm00001eb000310	1.06636e-02
Zm00001eb000510	Zm00001eb000320	1.06636e-02
Zm00001eb000510	Zm00001eb000330	1.06636e-02
Zm00001eb000510	Zm00001eb000340	7.14841e-03
Zm00001eb000510	Zm00001eb000370	8.82952e-03
Zm00001eb000510	Zm00001eb000380	1.46889e-02
Zm00001eb000510	Zm00001eb000390	9.93898e-03
Zm00001eb000510	Zm00001eb000400	1.04930e-02
Zm00001eb000510	Zm00001eb000410	1.04930e-02
Zm00001eb000510	Zm00001eb000420	1.04930e-02
Zm00001eb000510	Zm00001eb000430	7.35623e-03
Zm00001eb000510	Zm00001eb000440	7.35623e-03
Zm00001eb000510	Zm00001eb000450	7.35623e-03
Zm00001eb000510	Zm00001eb000460	1.21776e-02
Zm00001eb000510	Zm00001eb000470	1.21776e-02
Zm00001eb000510	Zm00001eb000480	1.21776e-02
Zm00001eb000510	Zm00001eb000490	1.78502e-02
Zm00001eb000510	Zm00001eb000500	1.78502e-02

Zm00001eb000520	Zm00001eb000010	6.17750e-03
Zm00001eb000520	Zm00001eb000020	6.17750e-03
Zm00001eb000520	Zm00001eb000060	5.18517e-03
Zm00001eb000520	Zm00001eb000070	5.18517e-03
Zm00001eb000520	Zm00001eb000080	5.18517e-03
Zm00001eb000520	Zm00001eb000100	5.18517e-03
Zm00001eb000520	Zm00001eb000110	7.00121e-03
Zm00001eb000520	Zm00001eb000120	1.09376e-02
Zm00001eb000520	Zm00001eb000140	1.09376e-02
Zm00001eb000520	Zm00001eb000150	1.09376e-02
Zm00001eb000520	Zm00001eb000170	2.03836e-02
Zm00001eb000520	Zm00001eb000180	2.03836e-02
Zm00001eb000520	Zm00001eb000200	1.83483e-02
Zm00001eb000520	Zm00001eb000190	1.83483e-02
Zm00001eb000520	Zm00001eb000210	9.13645e-03
Zm00001eb000520	Zm00001eb000220	9.13645e-03
Zm00001eb000520	Zm00001eb000230	9.13645e-03
Zm00001eb000520	Zm00001eb000240	9.13645e-03
Zm00001eb000520	Zm00001eb000250	8.66164e-03
Zm00001eb000520	Zm00001eb000270	6.12796e-03
Zm00001eb000520	Zm00001eb000290	9.64058e-03
Zm00001eb000520	Zm00001eb000300	1.12018e-02
Zm00001eb000520	Zm00001eb000310	1.06636e-02
Zm00001eb000520	Zm00001eb000320	1.06636e-02
Zm00001eb000520	Zm00001eb000330	1.06636e-02
Zm00001eb000520	Zm00001eb000340	7.14841e-03
Zm00001eb000520	Zm00001eb000370	8.82952e-03
Zm00001eb000520	Zm00001eb000380	1.46889e-02
Zm00001eb000520	Zm00001eb000390	9.93898e-03
Zm00001eb000520	Zm00001eb000400	1.04930e-02
Zm00001eb000520	Zm00001eb000410	1.04930e-02
Zm00001eb000520	Zm00001eb000420	1.04930e-02
Zm00001eb000520	Zm00001eb000430	7.35623e-03
Zm00001eb000520	Zm00001eb000440	7.35623e-03
Zm00001eb000520	Zm00001eb000450	7.35623e-03
Zm00001eb000520	Zm00001eb000460	1.21776e-02
Zm00001eb000520	Zm00001eb000470	1.21776e-02
Zm00001eb000520	Zm00001eb000480	1.21776e-02
Zm00001eb000520	Zm00001eb000490	1.78502e-02
Zm00001eb000520	Zm00001eb000500	1.78502e-02
Zm00001eb000520	Zm00001eb000510	1.00000e+00

Zm00001eb000530	Zm00001eb000010	6.17750e-03
Zm00001eb000530	Zm00001eb000020	6.17750e-03
Zm00001eb000530	Zm00001eb000060	5.18517e-03
Zm00001eb000530	Zm00001eb000070	5.18517e-03
Zm00001eb000530	Zm00001eb000080	5.18517e-03
Zm00001eb000530	Zm00001eb000100	5.18517e-03
Zm00001eb000530	Zm00001eb000110	7.00121e-03
Zm00001eb000530	Zm00001eb000120	1.09376e-02
Zm00001eb000530	Zm00001eb000140	1.09376e-02
Zm00001eb000530	Zm00001eb000150	1.09376e-02
Zm00001eb000530	Zm00001eb000170	2.03836e-02
Zm00001eb000530	Zm00001eb000180	2.03836e-02
Zm00001eb000530	Zm00001eb000200	1.83483e-02
Zm00001eb000530	Zm00001eb000190	1.83483e-02
Zm00001eb000530	Zm00001eb000210	9.13645e-03
Zm00001eb000530	Zm00001eb000220	9.13645e-03
Zm00001eb000530	Zm00001eb000230	9.13645e-03
Zm00001eb000530	Zm00001eb000240	9.13645e-03
Zm00001eb000530	Zm00001eb000250	8.66164e-03
Zm00001eb000530	Zm00001eb000270	6.12796e-03
Zm00001eb000530	Zm00001eb000290	9.64058e-03
Zm00001eb000530	Zm00001eb000300	1.12018e-02
Zm00001eb000530	Zm00001eb000310	1.06636e-02
Zm00001eb000530	Zm00001eb000320	1.06636e-02
Zm00001eb000530	Zm00001eb000330	1.06636e-02
Zm00001eb000530	Zm00001eb000340	7.14841e-03
Zm00001eb000530	Zm00001eb000370	8.82952e-03
Zm00001eb000530	Zm00001eb000380	1.46889e-02
Zm00001eb000530	Zm00001eb000390	9.93898e-03
Zm00001eb000530	Zm00001eb000400	1.04930e-02
Zm00001eb000530	Zm00001eb000410	1.04930e-02
Zm00001eb000530	Zm00001eb000420	1.04930e-02
Zm00001eb000530	Zm00001eb000430	7.35623e-03
Zm00001eb000530	Zm00001eb000440	7.35623e-03
Zm00001eb000530	Zm00001eb000450	7.35623e-03
Zm00001eb000530	Zm00001eb000460	1.21776e-02
Zm00001eb000530	Zm00001eb000470	1.21776e-02
Zm00001eb000530	Zm00001eb000480	1.21776e-02
Zm00001eb000530	Zm00001eb000490	1.78502e-02
Zm00001eb000530	Zm00001eb000500	1.78502e-02
Zm00001eb000530	Zm00001eb000510	1.00000e+00
Zm00001eb000530	Zm00001eb000520	1.00000e+00

Zm00001eb000540	Zm00001eb000010	2.21383e-03
Zm00001eb000540	Zm00001eb000020	2.21383e-03
Zm00001eb000540	Zm00001eb000060	2.37799e-03
Zm00001eb000540	Zm00001eb000070	2.37799e-03
Zm00001eb000540	Zm00001eb000080	2.37799e-03
Zm00001eb000540	Zm00001eb000100	2.37799e-03
Zm00001eb000540	Zm00001eb000110	5.22354e-03
Zm00001eb000540	Zm00001eb000120	2.38737e-03
Zm00001eb000540	Zm00001eb000140	2.38737e-03
Zm00001eb000540	Zm00001eb000150	2.38737e-03
Zm00001eb000540	Zm00001eb000170	7.61662e-03
Zm00001eb000540	Zm00001eb000180	7.61662e-03
Zm00001eb000540	Zm00001eb000200	7.18985e-03
Zm00001eb000540	Zm00001eb000190	7.18985e-03
Zm00001eb000540	Zm00001eb000210	5.27141e-03
Zm00001eb000540	Zm00001eb000220	5.27141e-03
Zm00001eb000540	Zm00001eb000230	5.27141e-03
Zm00001eb000540	Zm00001eb000240	5.27141e-03
Zm00001eb000540	Zm00001eb000250	5.40210e-03
Zm00001eb000540	Zm00001eb000270	3.79339e-03
Zm00001eb000540	Zm00001eb000290	3.17000e-03
Zm00001eb000540	Zm00001eb000300	3.31827e-03
Zm00001eb000540	Zm00001eb000310	3.58649e-03
Zm00001eb000540	Zm00001eb000320	3.58649e-03
Zm00001eb000540	Zm00001eb000330	3.58649e-03
Zm00001eb000540	Zm00001eb000340	4.68191e-03
Zm00001eb000540	Zm00001eb000370	6.57529e-03
Zm00001eb000540	Zm00001eb000380	3.59965e-03
Zm00001eb000540	Zm00001eb000390	4.02592e-03
Zm00001eb000540	Zm00001eb000400	4.31454e-03
Zm00001eb000540	Zm00001eb000410	4.31454e-03
Zm00001eb000540	Zm00001eb000420	4.31454e-03
Zm00001eb000540	Zm00001eb000430	4.65863e-03
Zm00001eb000540	Zm00001eb000440	4.65863e-03
Zm00001eb000540	Zm00001eb000450	4.65863e-03
Zm00001eb000540	Zm00001eb000460	4.85052e-03
Zm00001eb000540	Zm00001eb000470	4.85052e-03
Zm00001eb000540	Zm00001eb000480	4.85052e-03
Zm00001eb000540	Zm00001eb000490	5.24865e-03
Zm00001eb000540	Zm00001eb000500	5.24865e-03
Zm00001eb000540	Zm00001eb000510	4.06419e-02
Zm00001eb000540	Zm00001eb000520	4.06419e-02
Zm00001eb000540	Zm00001eb000530	4.06419e-02

Zm00001eb000550	Zm00001eb000010	1.20005e-03
Zm00001eb000550	Zm00001eb000020	1.20005e-03
Zm00001eb000550	Zm00001eb000060	3.15952e-03
Zm00001eb000550	Zm00001eb000070	3.15952e-03
Zm00001eb000550	Zm00001eb000080	3.15952e-03
Zm00001eb000550	Zm00001eb000100	3.15952e-03
Zm00001eb000550	Zm00001eb000110	5.23153e-03
Zm00001eb000550	Zm00001eb000120	3.67195e-03
Zm00001eb000550	Zm00001eb000140	3.67195e-03
Zm00001eb000550	Zm00001eb000150	3.67195e-03
Zm00001eb000550	Zm00001eb000170	4.94096e-03
Zm00001eb000550	Zm00001eb000180	4.94096e-03
Zm00001eb000550	Zm00001eb000200	5.10961e-03
Zm00001eb000550	Zm00001eb000190	5.10961e-03
Zm00001eb000550	Zm00001eb000210	3.06798e-03
Zm00001eb000550	Zm00001eb000220	3.06798e-03
Zm00001eb000550	Zm00001eb000230	3.06798e-03
Zm00001eb000550	Zm00001eb000240	3.06798e-03
Zm00001eb000550	Zm00001eb000250	2.33484e-03
Zm00001eb000550	Zm00001eb000270	1.54400e-03
Zm00001eb000550	Zm00001eb000290	7.81266e-03
Zm00001eb000550	Zm00001eb000300	7.11900e-03
Zm00001eb000550	Zm00001eb000310	6.74028e-03
Zm00001eb000550	Zm00001eb000320	6.74028e-03
Zm00001eb000550	Zm00001eb000330	6.74028e-03
Zm00001eb000550	Zm00001eb000340	7.83963e-04
Zm00001eb000550	Zm00001eb000370	1.72322e-03
Zm00001eb000550	Zm00001eb000380	6.74409e-03
Zm00001eb000550	Zm00001eb000390	4.06996e-03
Zm00001eb000550	Zm00001eb000400	4.37380e-03
Zm00001eb000550	Zm00001eb000410	4.37380e-03
Zm00001eb000550	Zm00001eb000420	4.37380e-03
Zm00001eb000550	Zm00001eb000430	3.17545e-03
Zm00001eb000550	Zm00001eb000440	3.17545e-03
Zm00001eb000550	Zm00001eb000450	3.17545e-03
Zm00001eb000550	Zm00001eb000460	9.65418e-03
Zm00001eb000550	Zm00001eb000470	9.65418e-03
Zm00001eb000550	Zm00001eb000480	9.65418e-03
Zm00001eb000550	Zm00001eb000490	4.39784e-03
Zm00001eb000550	Zm00001eb000500	4.39784e-03
Zm00001eb000550	Zm00001eb000510	6.02022e-03
Zm00001eb000550	Zm00001eb000520	6.02022e-03
Zm00001eb000550	Zm00001eb000530	6.02022e-03
Zm00001eb000550	Zm00001eb000540	3.54431e-03

Zm00001eb000560	Zm00001eb000010	1.20005e-03
Zm00001eb000560	Zm00001eb000020	1.20005e-03
Zm00001eb000560	Zm00001eb000060	3.15952e-03
Zm00001eb000560	Zm00001eb000070	3.15952e-03
Zm00001eb000560	Zm00001eb000080	3.15952e-03
Zm00001eb000560	Zm00001eb000100	3.15952e-03
Zm00001eb000560	Zm00001eb000110	5.23153e-03
