GeneID,ontology,GO_ID,GO_term_name
Zm00001eb275010,BP,GO:0009734,auxin-activated signaling pathway
Zm00001eb056370,CC,GO:0016020,membrane
Zm00001eb016560,MF,GO:0005515,protein binding
Zm00001eb016560,MF,GO:0005524,ATP binding
Zm00001eb016560,MF,GO:0016887,ATP hydrolysis activity
Zm00001eb016560,MF,GO:0000166,nucleotide binding
Zm00001eb016560,CC,GO:0005741,mitochondrial outer membrane
Zm00001eb171620,MF,GO:0030145,manganese ion binding
Zm00001eb171620,MF,GO:0046872,metal ion binding
Zm00001eb171620,CC,GO:0048046,apoplast
Zm00001eb049610,MF,GO:0005525,GTP binding
Zm00001eb049610,CC,GO:0005730,nucleolus
Zm00001eb049610,MF,GO:0000166,nucleotide binding
Zm00001eb049610,BP,GO:0050793,regulation of developmental process
Zm00001eb049610,BP,GO:0051239,regulation of multicellular organismal process
Zm00001eb292050,MF,GO:0003723,RNA binding
Zm00001eb292050,BP,GO:0001522,pseudouridine synthesis
Zm00001eb292050,BP,GO:0042254,ribosome biogenesis
Zm00001eb292050,BP,GO:0000493,box H/ACA snoRNP assembly
Zm00001eb292050,CC,GO:0005732,sno(s)RNA-containing ribonucleoprotein complex
Zm00001eb292050,CC,GO:0005634,nucleus
Zm00001eb292050,BP,GO:0006364,rRNA processing
Zm00001eb292050,BP,GO:0022613,ribonucleoprotein complex biogenesis
Zm00001eb225310,BP,GO:0006457,protein folding
Zm00001eb225310,MF,GO:0003676,nucleic acid binding
Zm00001eb225310,CC,GO:0016272,prefoldin complex
Zm00001eb225310,BP,GO:0009409,response to cold
Zm00001eb262840,CC,GO:0016020,membrane
Zm00001eb043240,MF,GO:0003723,RNA binding
Zm00001eb043240,BP,GO:0006412,translation
Zm00001eb043240,MF,GO:0003735,structural constituent of ribosome
Zm00001eb043240,CC,GO:0005840,ribosome
Zm00001eb043240,CC,GO:0015935,small ribosomal subunit
Zm00001eb043240,CC,GO:0005737,cytoplasm
Zm00001eb043240,MF,GO:0003729,mRNA binding
Zm00001eb043240,MF,GO:0019843,rRNA binding
Zm00001eb043240,CC,GO:1990904,ribonucleoprotein complex
Zm00001eb043240,BP,GO:0042254,ribosome biogenesis
Zm00001eb043240,CC,GO:0005763,mitochondrial small ribosomal subunit
Zm00001eb322150,MF,GO:0005515,protein binding
Zm00001eb322150,CC,GO:0016020,membrane
Zm00001eb322150,BP,GO:0042545,cell wall modification
Zm00001eb322150,CC,GO:0005634,nucleus
Zm00001eb322150,CC,GO:0031252,cell leading edge
Zm00001eb322150,CC,GO:0031254,cell trailing edge
Zm00001eb404590,MF,GO:0004364,glutathione transferase activity
Zm00001eb404590,BP,GO:0006749,glutathione metabolic process
Zm00001eb404590,MF,GO:0016740,transferase activity
Zm00001eb404590,CC,GO:0005737,cytoplasm
Zm00001eb367970,CC,GO:0005794,Golgi apparatus
Zm00001eb367970,CC,GO:0031410,cytoplasmic vesicle
Zm00001eb367970,CC,GO:0030136,clathrin-coated vesicle
Zm00001eb367970,CC,GO:0005886,plasma membrane
Zm00001eb367970,MF,GO:0005543,phospholipid binding
Zm00001eb367970,CC,GO:0005768,endosome
Zm00001eb367970,BP,GO:0006897,endocytosis
Zm00001eb367970,CC,GO:0030125,clathrin vesicle coat
Zm00001eb367970,MF,GO:0030276,clathrin binding
Zm00001eb173520,MF,GO:0005515,protein binding
Zm00001eb173520,CC,GO:0005634,nucleus
Zm00001eb173520,BP,GO:0006355,regulation of DNA-templated transcription
Zm00001eb363980,MF,GO:0003824,catalytic activity
Zm00001eb324290,MF,GO:0004190,aspartic-type endopeptidase activity
Zm00001eb324290,BP,GO:0006508,proteolysis
Zm00001eb324290,MF,GO:0016787,hydrolase activity
Zm00001eb324290,MF,GO:0008233,peptidase activity
Zm00001eb025010,MF,GO:0005524,ATP binding
Zm00001eb025010,BP,GO:0006457,protein folding
Zm00001eb025010,MF,GO:0016887,ATP hydrolysis activity
Zm00001eb025010,MF,GO:0000166,nucleotide binding
Zm00001eb243540,MF,GO:0005515,protein binding
Zm00001eb243540,MF,GO:0008270,zinc ion binding
Zm00001eb243540,MF,GO:0003723,RNA binding
Zm00001eb243540,BP,GO:0009451,RNA modification
Zm00001eb243540,MF,GO:0003729,mRNA binding
Zm00001eb253410,MF,GO:0003723,RNA binding
Zm00001eb253410,CC,GO:0005730,nucleolus
Zm00001eb253410,CC,GO:0005634,nucleus
Zm00001eb253410,BP,GO:0042254,ribosome biogenesis
Zm00001eb253410,BP,GO:0006364,rRNA processing
Zm00001eb253410,BP,GO:0000398,"mRNA splicing, via spliceosome"
Zm00001eb253410,CC,GO:1990904,ribonucleoprotein complex
Zm00001eb253410,BP,GO:0031118,rRNA pseudouridine synthesis
Zm00001eb253410,BP,GO:0031120,snRNA pseudouridine synthesis
Zm00001eb253410,CC,GO:0031429,box H/ACA snoRNP complex
Zm00001eb253410,MF,GO:0034513,box H/ACA snoRNA binding
Zm00001eb233740,CC,GO:0005886,plasma membrane
Zm00001eb233740,CC,GO:0098552,side of membrane
Zm00001eb153510,MF,GO:0005515,protein binding
Zm00001eb044380,CC,GO:0005634,nucleus
Zm00001eb044380,MF,GO:0046872,metal ion binding
Zm00001eb044380,CC,GO:0005829,cytosol
Zm00001eb044380,BP,GO:0006879,intracellular iron ion homeostasis
Zm00001eb044380,MF,GO:0051536,iron-sulfur cluster binding
Zm00001eb296850,MF,GO:0003700,DNA-binding transcription factor activity
Zm00001eb296850,CC,GO:0005634,nucleus
Zm00001eb296850,MF,GO:0003677,DNA binding
Zm00001eb296850,BP,GO:0006355,regulation of DNA-templated transcription
Zm00001eb127920,MF,GO:0005515,protein binding
Zm00001eb202450,BP,GO:0006629,lipid metabolic process
Zm00001eb069110,MF,GO:0016740,transferase activity
Zm00001eb069110,MF,GO:0016746,acyltransferase activity
Zm00001eb069110,MF,GO:0016747,"acyltransferase activity, transferring groups other than amino-acyl groups"
Zm00001eb346330,MF,GO:0005524,ATP binding
Zm00001eb346330,BP,GO:0006457,protein folding
Zm00001eb346330,MF,GO:0016887,ATP hydrolysis activity
Zm00001eb346330,CC,GO:0005840,ribosome
Zm00001eb346330,MF,GO:0000166,nucleotide binding
Zm00001eb428520,BP,GO:0006629,lipid metabolic process
Zm00001eb428520,MF,GO:0016788,"hydrolase activity, acting on ester bonds"
Zm00001eb428520,MF,GO:0016298,lipase activity
Zm00001eb428520,MF,GO:0016787,hydrolase activity
Zm00001eb428520,BP,GO:0016042,lipid catabolic process
Zm00001eb408320,MF,GO:0005524,ATP binding
Zm00001eb408320,MF,GO:0004672,protein kinase activity
Zm00001eb408320,BP,GO:0006468,protein phosphorylation
Zm00001eb408320,CC,GO:0005886,plasma membrane
Zm00001eb408320,BP,GO:0007165,signal transduction
Zm00001eb408320,MF,GO:0016787,hydrolase activity
Zm00001eb408320,MF,GO:0016301,kinase activity
Zm00001eb217970,BP,GO:0006952,defense response
Zm00001eb290940,MF,GO:0005515,protein binding
Zm00001eb290940,MF,GO:0003729,mRNA binding
Zm00001eb290940,CC,GO:0005737,cytoplasm
Zm00001eb290940,BP,GO:0006397,mRNA processing
Zm00001eb142480,MF,GO:0016491,oxidoreductase activity
Zm00001eb332810,MF,GO:0005515,protein binding
Zm00001eb179750,BP,GO:0006412,translation
Zm00001eb179750,MF,GO:0003735,structural constituent of ribosome
Zm00001eb179750,CC,GO:0005840,ribosome
Zm00001eb179750,CC,GO:0022625,cytosolic large ribosomal subunit
Zm00001eb179750,BP,GO:0042254,ribosome biogenesis
Zm00001eb179750,CC,GO:1990904,ribonucleoprotein complex
Zm00001eb165170,MF,GO:0043531,ADP binding
Zm00001eb213370,CC,GO:0016020,membrane
Zm00001eb172290,CC,GO:0005634,nucleus
Zm00001eb158750,CC,GO:0016020,membrane
Zm00001eb158750,CC,GO:0005783,endoplasmic reticulum
Zm00001eb158750,BP,GO:0071786,endoplasmic reticulum tubular network organization
Zm00001eb158750,BP,GO:0061024,membrane organization
Zm00001eb070900,MF,GO:0016628,"oxidoreductase activity, acting on the CH-CH group of donors, NAD or NADP as acceptor"
Zm00001eb070900,BP,GO:0006631,fatty acid metabolic process
Zm00001eb070900,CC,GO:0005777,peroxisome
Zm00001eb070900,BP,GO:0009062,fatty acid catabolic process
Zm00001eb070900,MF,GO:0008670,"2,4-dienoyl-CoA reductase (NADPH) activity"
Zm00001eb261110,CC,GO:0005576,extracellular region
Zm00001eb261110,BP,GO:0009664,plant-type cell wall organization
Zm00001eb261110,CC,GO:0016020,membrane
Zm00001eb261110,BP,GO:0071555,cell wall organization
Zm00001eb106160,MF,GO:0022857,transmembrane transporter activity
Zm00001eb106160,CC,GO:0016020,membrane
Zm00001eb106160,BP,GO:0055085,transmembrane transport
Zm00001eb106160,MF,GO:0015297,antiporter activity
Zm00001eb106160,CC,GO:0005794,Golgi apparatus
Zm00001eb106160,CC,GO:0031969,chloroplast membrane
Zm00001eb106160,MF,GO:0015120,phosphoglycerate transmembrane transporter activity
Zm00001eb106160,MF,GO:0071917,triose-phosphate transmembrane transporter activity
Zm00001eb106160,BP,GO:0015713,phosphoglycerate transmembrane transport
Zm00001eb106160,BP,GO:0035436,triose phosphate transmembrane transport
Zm00001eb106160,MF,GO:0015605,organophosphate ester transmembrane transporter activity
Zm00001eb106160,BP,GO:0015718,monocarboxylic acid transport
Zm00001eb106160,BP,GO:0015748,organophosphate ester transport
Zm00001eb106160,MF,GO:0046943,carboxylic acid transmembrane transporter activity
Zm00001eb106160,BP,GO:1905039,carboxylic acid transmembrane transport
Zm00001eb228760,BP,GO:0006952,defense response
Zm00001eb228760,CC,GO:0016020,membrane
Zm00001eb228760,MF,GO:0005516,calmodulin binding
Zm00001eb420870,MF,GO:0020037,heme binding
Zm00001eb420870,MF,GO:0005506,iron ion binding
Zm00001eb420870,MF,GO:0004497,monooxygenase activity
Zm00001eb420870,MF,GO:0016705,"oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen"
Zm00001eb420870,MF,GO:0046872,metal ion binding
Zm00001eb420870,CC,GO:0016020,membrane
Zm00001eb420870,MF,GO:0016491,oxidoreductase activity
Zm00001eb420870,MF,GO:0016709,"oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen, NAD(P)H as one donor, and incorporation of one atom of oxygen"
Zm00001eb041290,MF,GO:0003700,DNA-binding transcription factor activity
Zm00001eb041290,CC,GO:0005634,nucleus
Zm00001eb041290,MF,GO:0046872,metal ion binding
Zm00001eb041290,MF,GO:0003677,DNA binding
Zm00001eb041290,BP,GO:0006355,regulation of DNA-templated transcription
Zm00001eb041290,MF,GO:0000976,transcription cis-regulatory region binding
Zm00001eb041290,MF,GO:0008270,zinc ion binding
Zm00001eb349970,MF,GO:0005524,ATP binding
Zm00001eb349970,MF,GO:0000166,nucleotide binding
Zm00001eb411510,BP,GO:0006996,organelle organization
Zm00001eb218310,BP,GO:0034605,cellular response to heat
Zm00001eb335170,BP,GO:0006355,regulation of DNA-templated transcription
Zm00001eb184040,BP,GO:0016192,vesicle-mediated transport
Zm00001eb184040,BP,GO:0006888,endoplasmic reticulum to Golgi vesicle-mediated transport
Zm00001eb184040,BP,GO:0042147,"retrograde transport, endosome to Golgi"
Zm00001eb184040,CC,GO:0005737,cytoplasm
Zm00001eb184040,CC,GO:0000139,Golgi membrane
Zm00001eb184040,CC,GO:0005829,cytosol
Zm00001eb184040,CC,GO:0012505,endomembrane system
Zm00001eb092690,BP,GO:0016311,dephosphorylation
Zm00001eb092690,BP,GO:0006470,protein dephosphorylation
Zm00001eb092690,MF,GO:0004721,phosphoprotein phosphatase activity
Zm00001eb092690,MF,GO:0016787,hydrolase activity
Zm00001eb092690,MF,GO:0016301,kinase activity
Zm00001eb092690,MF,GO:0004725,protein tyrosine phosphatase activity
Zm00001eb092690,MF,GO:0016791,phosphatase activity
Zm00001eb118970,CC,GO:0005634,nucleus
Zm00001eb118970,BP,GO:0006355,regulation of DNA-templated transcription
Zm00001eb118970,MF,GO:0003677,DNA binding
Zm00001eb118970,BP,GO:0009725,response to hormone
Zm00001eb118970,BP,GO:0009734,auxin-activated signaling pathway
Zm00001eb118970,MF,GO:0000976,transcription cis-regulatory region binding
Zm00001eb286910,MF,GO:0020037,heme binding
Zm00001eb286910,MF,GO:0005506,iron ion binding
Zm00001eb286910,MF,GO:0004497,monooxygenase activity
Zm00001eb286910,MF,GO:0016705,"oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen"
Zm00001eb286910,MF,GO:0046872,metal ion binding
Zm00001eb286910,BP,GO:0006629,lipid metabolic process
Zm00001eb286910,MF,GO:0016491,oxidoreductase activity
Zm00001eb154500,BP,GO:0005975,carbohydrate metabolic process
Zm00001eb154500,MF,GO:0004553,"hydrolase activity, hydrolyzing O-glycosyl compounds"
Zm00001eb154500,MF,GO:0005096,GTPase activator activity
Zm00001eb154500,MF,GO:0016787,hydrolase activity
Zm00001eb154500,MF,GO:0004565,beta-galactosidase activity
Zm00001eb154500,MF,GO:0016798,"hydrolase activity, acting on glycosyl bonds"
Zm00001eb154500,CC,GO:0005635,nuclear envelope
Zm00001eb396860,BP,GO:0043547,positive regulation of GTPase activity
Zm00001eb396860,MF,GO:0005096,GTPase activator activity
Zm00001eb396860,CC,GO:0005737,cytoplasm
Zm00001eb286320,CC,GO:0005886,plasma membrane
Zm00001eb164410,BP,GO:0006952,defense response
Zm00001eb404110,BP,GO:0009396,folic acid-containing compound biosynthetic process
Zm00001eb404110,MF,GO:0005524,ATP binding
Zm00001eb404110,BP,GO:0009058,biosynthetic process
Zm00001eb404110,MF,GO:0016881,acid-amino acid ligase activity
Zm00001eb404110,MF,GO:0004326,tetrahydrofolylpolyglutamate synthase activity
Zm00001eb404110,MF,GO:0046872,metal ion binding
Zm00001eb404110,CC,GO:0005829,cytosol
Zm00001eb404110,CC,GO:0005737,cytoplasm
Zm00001eb404110,MF,GO:0000166,nucleotide binding
Zm00001eb404110,MF,GO:0016874,ligase activity
Zm00001eb404110,CC,GO:0005739,mitochondrion
Zm00001eb404110,BP,GO:0006730,one-carbon metabolic process
Zm00001eb404110,BP,GO:0046901,tetrahydrofolylpolyglutamate biosynthetic process
Zm00001eb100400,BP,GO:0006629,lipid metabolic process
Zm00001eb100400,CC,GO:0016020,membrane
Zm00001eb178820,MF,GO:0005515,protein binding
Zm00001eb178820,MF,GO:0005525,GTP binding
Zm00001eb178820,MF,GO:0003924,GTPase activity
Zm00001eb178820,BP,GO:0006400,tRNA modification
Zm00001eb178820,MF,GO:0046872,metal ion binding
Zm00001eb178820,MF,GO:0016787,hydrolase activity
Zm00001eb178820,CC,GO:0009507,chloroplast
Zm00001eb178820,MF,GO:0000166,nucleotide binding
Zm00001eb178820,BP,GO:0008033,tRNA processing
Zm00001eb178820,MF,GO:0042802,identical protein binding
Zm00001eb178820,CC,GO:0005829,cytosol
Zm00001eb178820,CC,GO:0005737,cytoplasm
Zm00001eb178820,BP,GO:0002098,tRNA wobble uridine modification
Zm00001eb178820,BP,GO:0030488,tRNA methylation
Zm00001eb239450,BP,GO:0006355,regulation of DNA-templated transcription
Zm00001eb239450,MF,GO:0003677,DNA binding
Zm00001eb239450,MF,GO:0003700,DNA-binding transcription factor activity
Zm00001eb239450,CC,GO:0005634,nucleus
Zm00001eb217750,MF,GO:0005525,GTP binding
Zm00001eb217750,MF,GO:0003924,GTPase activity
Zm00001eb217750,CC,GO:0005737,cytoplasm
Zm00001eb217750,MF,GO:0000166,nucleotide binding
Zm00001eb217750,BP,GO:0015031,protein transport
Zm00001eb217750,CC,GO:0012505,endomembrane system
Zm00001eb217750,BP,GO:0006886,intracellular protein transport
Zm00001eb217750,CC,GO:0005768,endosome
Zm00001eb217750,CC,GO:0030139,endocytic vesicle
Zm00001eb379680,MF,GO:0005515,protein binding
Zm00001eb379680,MF,GO:0008270,zinc ion binding
Zm00001eb379680,CC,GO:0005634,nucleus
Zm00001eb379680,BP,GO:0006355,regulation of DNA-templated transcription
Zm00001eb256010,CC,GO:0016020,membrane
Zm00001eb256010,MF,GO:0004674,protein serine/threonine kinase activity
Zm00001eb256010,MF,GO:0004672,protein kinase activity
Zm00001eb256010,BP,GO:0051707,response to other organism
Zm00001eb428030,CC,GO:0005576,extracellular region
Zm00001eb428030,BP,GO:0009664,plant-type cell wall organization
Zm00001eb428030,CC,GO:0016020,membrane
Zm00001eb428030,BP,GO:0071555,cell wall organization
Zm00001eb107930,MF,GO:0003723,RNA binding
Zm00001eb107930,MF,GO:0003676,nucleic acid binding
Zm00001eb107930,MF,GO:0003729,mRNA binding
Zm00001eb107930,BP,GO:0006417,regulation of translation
Zm00001eb392820,MF,GO:0046872,metal ion binding
Zm00001eb392820,MF,GO:0004721,phosphoprotein phosphatase activity
Zm00001eb392820,MF,GO:0004722,protein serine/threonine phosphatase activity
Zm00001eb392820,MF,GO:0016787,hydrolase activity
Zm00001eb292450,BP,GO:0016579,protein deubiquitination
Zm00001eb292450,MF,GO:0004843,cysteine-type deubiquitinase activity
Zm00001eb292450,CC,GO:0005634,nucleus
Zm00001eb292450,MF,GO:0016787,hydrolase activity
Zm00001eb292450,CC,GO:0005829,cytosol
Zm00001eb292450,MF,GO:0008233,peptidase activity
Zm00001eb292450,BP,GO:0006508,proteolysis
Zm00001eb292450,MF,GO:0008234,cysteine-type peptidase activity
Zm00001eb292450,BP,GO:0031647,regulation of protein stability
Zm00001eb327990,MF,GO:0005515,protein binding
Zm00001eb327990,MF,GO:0005524,ATP binding
Zm00001eb327990,MF,GO:0004672,protein kinase activity
Zm00001eb327990,BP,GO:0006468,protein phosphorylation
Zm00001eb327990,CC,GO:0016020,membrane
Zm00001eb327990,MF,GO:0000166,nucleotide binding
Zm00001eb327990,MF,GO:0016301,kinase activity
Zm00001eb327990,CC,GO:0005886,plasma membrane
Zm00001eb327990,BP,GO:0009745,sucrose mediated signaling
Zm00001eb134550,BP,GO:0009058,biosynthetic process
Zm00001eb134550,MF,GO:0030170,pyridoxal phosphate binding
Zm00001eb134550,MF,GO:0016740,transferase activity
Zm00001eb134550,CC,GO:0005789,endoplasmic reticulum membrane
Zm00001eb134550,BP,GO:0046513,ceramide biosynthetic process
Zm00001eb134550,BP,GO:0006665,sphingolipid metabolic process
Zm00001eb134550,BP,GO:0046512,sphingosine biosynthetic process
Zm00001eb134550,MF,GO:0004758,serine C-palmitoyltransferase activity
Zm00001eb134550,CC,GO:0017059,serine palmitoyltransferase complex
Zm00001eb333940,MF,GO:0022857,transmembrane transporter activity
Zm00001eb333940,CC,GO:0016020,membrane
Zm00001eb333940,BP,GO:0055085,transmembrane transport
Zm00001eb333940,BP,GO:0008643,carbohydrate transport
Zm00001eb333940,MF,GO:0051119,sugar transmembrane transporter activity
Zm00001eb333940,BP,GO:0034219,carbohydrate transmembrane transport
Zm00001eb175870,MF,GO:0005509,calcium ion binding
Zm00001eb175870,MF,GO:0046872,metal ion binding
Zm00001eb175870,CC,GO:0005737,cytoplasm
Zm00001eb417570,MF,GO:0046983,protein dimerization activity
Zm00001eb417570,MF,GO:0003700,DNA-binding transcription factor activity
Zm00001eb417570,CC,GO:0005634,nucleus
Zm00001eb417570,MF,GO:0043565,sequence-specific DNA binding
Zm00001eb417570,BP,GO:0006355,regulation of DNA-templated transcription
Zm00001eb204770,CC,GO:0005634,nucleus
Zm00001eb204770,BP,GO:0006397,mRNA processing
Zm00001eb204770,BP,GO:0008380,RNA splicing
Zm00001eb204770,CC,GO:0005681,spliceosomal complex
Zm00001eb381410,MF,GO:0008194,UDP-glycosyltransferase activity
Zm00001eb381410,MF,GO:0035251,UDP-glucosyltransferase activity
Zm00001eb381410,MF,GO:0016740,transferase activity
Zm00001eb381410,MF,GO:0016757,glycosyltransferase activity
Zm00001eb053910,MF,GO:0005515,protein binding
Zm00001eb053910,CC,GO:0005634,nucleus
Zm00001eb053910,MF,GO:0030674,protein-macromolecule adaptor activity
Zm00001eb053910,BP,GO:0043161,proteasome-mediated ubiquitin-dependent protein catabolic process
Zm00001eb266160,MF,GO:0005524,ATP binding
Zm00001eb266160,MF,GO:0004672,protein kinase activity
Zm00001eb266160,MF,GO:0004674,protein serine/threonine kinase activity
Zm00001eb266160,BP,GO:0006468,protein phosphorylation
Zm00001eb266160,BP,GO:0048544,recognition of pollen
Zm00001eb266160,CC,GO:0016020,membrane
Zm00001eb266160,MF,GO:0016740,transferase activity
Zm00001eb266160,MF,GO:0000166,nucleotide binding
Zm00001eb266160,MF,GO:0016301,kinase activity
Zm00001eb266160,BP,GO:0051707,response to other organism
Zm00001eb024030,MF,GO:0005524,ATP binding
Zm00001eb024030,BP,GO:0006457,protein folding
Zm00001eb024030,MF,GO:0044183,protein folding chaperone
Zm00001eb024030,CC,GO:0009507,chloroplast
Zm00001eb024030,CC,GO:0005739,mitochondrion
Zm00001eb024030,MF,GO:0051087,protein-folding chaperone binding
Zm00001eb024030,MF,GO:0046872,metal ion binding
Zm00001eb242400,BP,GO:0006457,protein folding
Zm00001eb242400,MF,GO:0003755,peptidyl-prolyl cis-trans isomerase activity
Zm00001eb242400,BP,GO:0000413,protein peptidyl-prolyl isomerization
